session_id,cashier_id,terminal_id,member_id,session_type,duration_min,order_transfer,usage,discount,total
16945,4,9,,Standard,58,2.48,9.26,0.0,11.74
16946,5,9,,Standard,53,3.32,6.23,0.0,9.55
16947,5,16,,Standard,71,0.57,11.34,0.0,11.91
16948,1,7,,Free,30,5.41,4.43,0.0,9.84
16949,4,10,,Standard,119,7.66,11.39,0.0,19.05
16950,3,16,,Standard,101,3.72,12.0,0.31,15.41
16951,5,13,,Standard,32,2.54,4.15,0.0,6.69
16952,4,13,,Standard,30,3.21,2.02,0.0,5.23
16953,2,2,25.0,Member,92,0.17,13.35,0.0,13.52
16954,4,7,,Standard,139,1.73,19.66,0.59,20.8
16955,3,15,,Standard,70,5.68,10.13,0.0,15.81
16956,2,11,,Standard,64,4.03,5.28,0.42,8.89
16957,5,13,,Free,59,0.76,5.14,2.05,3.85
16958,5,4,54.0,Member,87,5.03,5.57,1.39,9.21
16959,5,6,47.0,Member,64,2.83,5.04,0.0,7.87
16960,4,9,,Standard,46,6.85,6.43,0.0,13.28
16961,4,14,49.0,Member,53,7.5,4.74,0.0,12.24
16962,2,5,,Standard,72,0.23,9.05,0.0,9.28
16963,4,5,,Standard,49,6.82,6.91,2.95,10.78
16964,4,6,,Standard,65,5.36,7.33,0.0,12.69
16965,4,2,,Time Limited,56,4.93,6.35,0.0,11.28
16966,1,8,,Free,20,4.26,2.92,0.0,7.18
16967,2,3,,Standard,60,1.44,8.83,0.0,10.27
16968,1,8,,Time Limited,88,4.09,13.76,0.0,17.85
16969,5,15,,Administrator,30,7.01,3.58,0.0,10.59
16970,1,5,3.0,Member,145,5.22,21.57,0.76,26.03
16971,3,2,18.0,Member,144,3.11,9.96,0.0,13.07
16972,2,10,,Standard,42,1.62,4.56,0.0,6.18
16973,1,14,,Standard,117,3.04,14.5,1.78,15.76
16974,4,9,,Time Limited,80,6.1,9.89,0.0,15.99
16975,3,10,,Standard,34,0.93,5.08,1.65,4.36
16976,4,11,57.0,Member,61,7.11,6.3,0.0,13.41
16977,2,14,,Time Limited,77,2.13,6.44,2.64,5.93
16978,1,5,,Time Limited,68,2.13,9.83,0.0,11.96
16979,3,12,,Standard,99,2.61,11.71,0.0,14.32
16980,4,1,22.0,Member,89,2.44,6.25,0.0,8.69
16981,4,6,,Standard,123,5.44,15.12,0.0,20.56
16982,5,8,,Standard,132,5.48,17.11,0.0,22.59
16983,3,13,,Standard,37,6.06,2.23,0.0,8.29
16984,1,2,,Time Limited,76,5.26,10.9,0.0,16.16
16985,1,15,,Administrator,28,1.47,2.59,0.0,4.06
16986,4,13,,Standard,75,5.36,11.11,0.0,16.47
16987,2,4,63.0,Member,92,1.33,12.06,0.08,13.31
16988,4,2,,Standard,98,6.7,14.76,0.0,21.46
16989,2,11,,Standard,99,7.67,13.42,0.0,21.09
16990,2,11,,Standard,46,6.32,7.23,0.0,13.55
16991,2,1,,Standard,150,6.89,23.9,0.0,30.79
16992,4,13,20.0,Member,112,3.5,17.1,0.0,20.6
16993,1,15,30.0,Member,118,2.96,17.23,0.63,19.56
16994,5,9,15.0,Member,152,1.04,10.63,0.0,11.67
16995,1,14,,Standard,109,5.75,13.51,0.33,18.93
16996,3,12,,Standard,68,4.06,10.48,0.0,14.54
16997,2,12,,Free,24,7.36,3.02,2.94,7.44
16998,3,3,,Standard,90,6.28,8.03,0.0,14.31
16999,1,10,,Standard,77,7.62,12.03,0.0,19.65
17000,4,4,,Standard,130,7.6,10.27,0.0,17.87
17001,1,8,,Standard,34,1.35,2.29,0.0,3.64
17002,2,2,,Standard,46,4.3,3.74,0.0,8.04
17003,4,3,,Standard,68,3.26,10.74,0.0,14.0
17004,1,8,,Standard,71,7.02,8.8,0.0,15.82
17005,2,12,,Standard,116,2.36,7.36,2.78,6.94
17006,3,13,4.0,Member,144,2.6,20.35,0.0,22.95
17007,1,2,7.0,Member,125,0.49,12.53,1.99,11.03
17008,3,10,20.0,Member,94,5.81,8.32,0.0,14.13
17009,3,10,,Standard,55,5.54,6.08,0.0,11.62
17010,1,7,54.0,Member,88,6.03,8.44,0.0,14.47
17011,4,16,46.0,Member,104,1.88,11.72,0.0,13.6
17012,4,1,24.0,Member,128,4.68,16.15,0.13,20.7
17013,5,15,,Standard,60,6.74,9.18,0.15,15.77
17014,1,7,3.0,Member,157,7.81,13.04,0.0,20.85
17015,1,6,,Standard,42,2.6,3.56,0.0,6.16
17016,2,9,6.0,Member,80,1.46,7.01,0.0,8.47
17017,4,13,,Standard,122,0.22,12.31,0.0,12.53
17018,5,3,,Time Limited,67,0.6,5.11,1.03,4.68
17019,4,3,,Time Limited,88,4.68,12.18,0.0,16.86
17020,3,1,,Free,38,2.47,2.77,0.0,5.24
17021,4,10,,Standard,110,4.26,11.28,0.0,15.54
17022,5,3,,Standard,70,4.09,5.44,0.0,9.53
17023,3,8,,Standard,143,3.07,8.81,2.5,9.38
17024,5,4,46.0,Member,86,0.27,10.83,0.0,11.1
17025,1,5,,Standard,66,5.67,10.53,0.49,15.71
17026,1,12,,Free,15,3.29,0.98,0.0,4.27
17027,4,1,,Time Limited,47,4.1,4.95,0.0,9.05
17028,4,15,,Standard,55,1.94,5.03,0.0,6.97
17029,3,9,,Standard,50,6.19,4.42,0.0,10.61
17030,3,2,1.0,Member,85,6.52,11.51,0.0,18.03
17031,4,9,,Administrator,14,1.91,1.64,0.0,3.55
17032,3,3,,Standard,98,4.6,8.86,0.0,13.46
17033,5,16,,Standard,124,3.06,16.17,0.0,19.23
17034,2,16,15.0,Member,45,0.19,4.08,0.0,4.27
17035,2,5,,Standard,40,4.64,3.95,0.0,8.59
17036,3,10,,Free,47,4.28,5.57,0.0,9.85
17037,5,12,9.0,Member,166,5.4,22.25,0.0,27.65
17038,4,16,7.0,Member,133,1.74,12.6,0.03,14.31
17039,5,2,,Standard,127,6.28,8.43,0.0,14.71
17040,1,15,33.0,Member,147,3.73,11.46,0.0,15.19
17041,3,7,17.0,Member,135,6.22,11.19,0.0,17.41
17042,1,5,,Standard,89,3.28,9.45,0.0,12.73
17043,1,12,,Standard,71,3.41,9.42,0.0,12.83
17044,2,3,,Free,33,4.18,3.88,0.0,8.06
17045,4,16,,Standard,110,1.27,9.11,0.0,10.38
17046,2,11,3.0,Member,70,5.12,11.1,0.0,16.22
17047,1,4,8.0,Member,158,3.06,13.26,0.0,16.32
17048,2,7,,Standard,136,4.18,18.29,0.0,22.47
17049,2,15,56.0,Member,154,7.42,10.91,0.0,18.33
17050,5,13,,Standard,128,7.16,8.19,0.0,15.35
17051,1,2,28.0,Member,134,5.04,18.03,2.94,20.13
17052,3,7,10.0,Member,56,1.58,4.7,0.0,6.28
17053,3,4,,Standard,74,6.51,11.26,0.0,17.77
17054,2,9,,Time Limited,74,5.86,8.57,0.0,14.43
17055,5,13,,Standard,132,7.14,11.23,0.0,18.37
17056,3,7,59.0,Member,106,2.15,11.81,0.0,13.96
17057,4,8,4.0,Member,78,7.59,11.26,0.0,18.85
17058,5,16,,Standard,59,7.26,5.71,0.0,12.97
17059,5,7,,Standard,89,1.66,13.33,0.0,14.99
17060,4,10,,Administrator,34,1.74,3.98,0.0,5.72
17061,3,5,27.0,Member,138,7.48,9.23,0.0,16.71
17062,2,5,,Standard,81,1.87,6.86,0.6,8.13
17063,1,10,,Standard,65,4.12,7.87,0.0,11.99
17064,1,14,,Standard,122,4.63,13.7,0.0,18.33
17065,5,15,,Standard,53,1.72,7.45,0.0,9.17
17066,4,6,,Administrator,31,2.66,3.92,0.0,6.58
17067,3,1,,Standard,128,5.41,16.48,0.0,21.89
17068,2,12,33.0,Member,127,1.74,9.82,0.0,11.56
17069,1,9,,Free,31,4.38,2.64,0.0,7.02
17070,2,4,19.0,Member,160,5.65,16.5,2.24,19.91
17071,5,11,,Standard,39,4.06,3.83,0.0,7.89
17072,2,16,,Standard,54,1.42,7.18,0.0,8.6
17073,4,12,47.0,Member,159,5.61,24.48,0.0,30.09
17074,5,16,,Standard,68,6.69,7.43,0.0,14.12
17075,5,2,46.0,Member,54,5.89,6.04,0.0,11.93
17076,3,10,,Standard,65,1.36,6.71,0.0,8.07
17077,2,12,6.0,Member,148,4.9,19.83,1.72,23.01
17078,5,13,,Standard,121,0.77,8.48,0.37,8.88
17079,3,2,,Standard,41,5.71,5.2,0.0,10.91
17080,4,1,,Standard,64,7.07,8.45,0.0,15.52
17081,4,9,,Standard,37,5.23,3.62,0.0,8.85
17082,5,7,1.0,Member,119,3.37,12.83,2.04,14.16
17083,1,5,,Standard,114,1.37,16.52,0.0,17.89
17084,5,3,53.0,Member,69,6.38,9.47,0.0,15.85
17085,4,11,,Standard,99,5.95,6.38,0.0,12.33
17086,3,9,,Standard,116,1.09,12.29,0.0,13.38
17087,3,3,,Standard,93,2.42,12.95,0.0,15.37
17088,3,15,54.0,Member,131,7.98,14.79,0.0,22.77
17089,4,8,,Standard,76,6.98,11.33,0.0,18.31
17090,5,9,,Time Limited,58,6.06,6.28,0.0,12.34
17091,1,16,,Standard,47,6.3,4.49,1.9,8.89
17092,5,8,,Time Limited,40,0.54,4.94,0.0,5.48
17093,2,16,,Standard,112,2.46,15.16,0.0,17.62
17094,3,11,,Standard,43,4.98,6.53,0.0,11.51
17095,5,8,,Standard,112,4.56,15.57,0.0,20.13
17096,3,11,,Standard,115,6.74,7.15,0.0,13.89
17097,2,6,16.0,Member,51,7.51,4.49,2.1,9.9
17098,3,15,,Standard,54,7.41,5.22,0.0,12.63
17099,3,2,,Standard,129,7.05,17.92,0.0,24.97
17100,4,6,3.0,Member,74,6.16,10.09,0.0,16.25
17101,4,7,,Time Limited,72,6.43,9.91,2.46,13.88
17102,5,16,,Time Limited,38,0.86,3.04,0.0,3.9
17103,1,13,66.0,Member,54,4.49,7.28,0.0,11.77
17104,1,8,58.0,Member,131,3.91,12.84,0.0,16.75
17105,3,9,,Standard,63,0.79,5.13,0.46,5.46
17106,4,15,22.0,Member,67,2.57,9.76,0.0,12.33
17107,1,16,,Standard,121,2.05,13.22,0.0,15.27
17108,3,3,25.0,Member,46,1.36,3.43,1.16,3.63
17109,5,13,,Standard,93,6.3,6.22,0.0,12.52
17110,4,4,,Time Limited,48,4.01,6.05,0.31,9.75
17111,2,9,24.0,Member,63,2.36,4.47,0.0,6.83
17112,2,10,,Standard,110,5.73,15.49,0.0,21.22
17113,5,9,13.0,Member,135,1.82,18.52,0.0,20.34
17114,2,8,40.0,Member,75,7.01,5.9,0.0,12.91
17115,4,8,,Standard,60,0.39,7.31,0.0,7.7
17116,1,6,,Standard,60,1.89,6.94,0.0,8.83
17117,5,16,,Free,55,1.93,3.71,0.0,5.64
17118,2,3,,Time Limited,57,4.15,6.33,0.0,10.48
17119,4,1,66.0,Member,96,3.19,8.95,0.0,12.14
17120,1,4,,Standard,80,6.01,12.41,0.0,18.42
17121,3,7,63.0,Member,158,0.85,10.5,0.0,11.35
17122,2,11,,Time Limited,78,7.51,11.42,0.0,18.93
17123,1,11,,Time Limited,65,4.64,6.02,0.0,10.66
17124,2,3,,Standard,92,2.64,14.47,1.93,15.18
17125,1,7,,Standard,98,4.74,9.51,0.0,14.25
17126,3,9,,Free,31,4.71,3.49,0.0,8.2
17127,1,9,,Standard,121,5.57,11.88,0.0,17.45
17128,3,10,63.0,Member,98,2.28,6.59,0.0,8.87
17129,3,10,,Standard,80,3.3,9.26,0.0,12.56
17130,4,3,,Standard,99,3.11,8.36,0.0,11.47
17131,5,5,,Time Limited,38,2.72,4.43,2.47,4.68
17132,1,10,,Standard,53,7.67,7.13,0.0,14.8
17133,5,16,,Standard,66,7.67,7.19,2.86,12.0
17134,2,14,,Standard,112,4.98,8.36,1.68,11.66
17135,3,6,,Standard,101,4.95,13.44,0.0,18.39
17136,4,11,,Standard,86,4.59,10.11,0.0,14.7
17137,1,15,,Standard,68,7.28,8.18,0.0,15.46
17138,5,8,50.0,Member,129,0.1,11.49,0.0,11.59
17139,3,1,,Standard,103,4.48,11.49,1.14,14.83
17140,2,15,63.0,Member,113,5.36,8.19,0.0,13.55
17141,1,16,57.0,Member,162,3.51,19.29,0.0,22.8
17142,3,4,,Time Limited,38,8.0,5.12,0.0,13.12
17143,1,15,6.0,Member,70,3.28,5.22,1.3,7.2
17144,5,13,,Standard,84,7.71,8.69,0.0,16.4
17145,5,13,,Standard,121,3.85,9.32,0.74,12.43
17146,4,10,66.0,Member,162,4.62,11.38,0.0,16.0
17147,4,12,,Time Limited,45,2.26,4.84,0.0,7.1
17148,5,2,,Standard,87,6.71,9.08,0.0,15.79
17149,4,1,,Free,28,1.79,2.53,0.0,4.32
17150,2,15,,Standard,114,3.06,10.06,2.12,11.0
17151,3,16,,Standard,53,0.29,4.45,1.84,2.9
17152,3,11,,Standard,116,3.0,10.2,0.0,13.2
17153,4,12,,Standard,104,7.98,15.12,0.0,23.1
17154,2,7,1.0,Member,127,0.89,10.21,0.0,11.1
17155,1,4,,Standard,135,0.24,8.79,0.0,9.03
17156,2,1,,Standard,150,7.73,10.47,0.0,18.2
17157,1,9,2.0,Member,163,4.68,14.65,0.0,19.33
17158,4,10,27.0,Member,94,4.17,12.22,0.0,16.39
17159,4,11,10.0,Member,117,0.72,15.21,2.87,13.06
17160,4,14,,Standard,39,6.67,5.83,0.0,12.5
17161,3,8,,Standard,133,2.58,10.88,0.0,13.46
17162,5,9,,Free,27,7.14,4.04,1.91,9.27
17163,4,7,,Standard,64,4.46,6.76,0.0,11.22
17164,5,2,,Standard,113,4.69,10.2,0.0,14.89
17165,2,13,,Standard,99,4.95,7.46,0.0,12.41
17166,4,13,,Administrator,12,4.46,1.48,1.87,4.07
17167,1,7,7.0,Member,137,6.5,13.13,1.97,17.66
17168,5,9,51.0,Member,142,2.03,14.16,0.0,16.19
17169,5,11,,Time Limited,57,4.42,7.21,0.0,11.63
17170,5,9,10.0,Member,145,6.69,17.36,0.0,24.05
17171,2,4,30.0,Member,115,0.84,16.52,0.0,17.36
17172,1,1,,Standard,138,5.69,11.78,0.0,17.47
17173,5,10,,Standard,119,0.57,9.63,0.0,10.2
17174,4,11,,Standard,86,0.28,12.15,0.0,12.43
17175,4,1,,Time Limited,61,7.6,6.92,0.0,14.52
17176,3,12,3.0,Member,146,6.97,17.51,2.48,22.0
17177,4,5,,Time Limited,72,0.0,10.38,0.0,10.38
17178,3,7,3.0,Member,174,7.48,23.87,1.38,29.97
17179,4,7,,Standard,150,0.5,22.0,0.0,22.5
17180,3,5,,Free,49,4.11,4.08,0.0,8.19
17181,2,13,,Time Limited,89,4.75,13.04,0.0,17.79
17182,5,6,,Standard,40,6.22,5.15,2.23,9.14
17183,5,16,,Standard,132,7.32,20.99,1.61,26.7
17184,3,2,,Standard,103,4.01,15.16,0.0,19.17
17185,5,2,,Time Limited,62,5.26,9.85,2.14,12.97
17186,2,9,61.0,Member,81,1.93,7.42,0.0,9.35
17187,5,2,4.0,Member,87,7.47,10.28,1.06,16.69
17188,3,5,4.0,Member,137,0.55,20.42,0.0,20.97
17189,2,2,,Standard,87,6.96,11.96,0.0,18.92
17190,5,9,10.0,Member,98,4.28,15.2,0.0,19.48
17191,3,14,,Time Limited,39,3.26,5.68,0.0,8.94
17192,1,3,,Standard,106,1.3,9.6,0.0,10.9
17193,3,9,,Standard,82,3.94,12.19,1.13,15.0
17194,3,5,,Standard,121,4.88,8.25,0.26,12.87
17195,3,11,3.0,Member,168,6.37,14.8,0.0,21.17
17196,4,1,3.0,Member,137,0.18,12.34,2.34,10.18
17197,5,11,62.0,Member,54,4.06,7.3,0.0,11.36
17198,2,9,,Time Limited,70,1.45,10.27,0.0,11.72
17199,5,14,,Standard,132,2.09,11.42,0.24,13.27
17200,1,1,,Standard,91,0.63,10.39,0.0,11.02
17201,5,11,58.0,Member,87,3.27,6.09,2.99,6.37
17202,5,15,27.0,Member,77,5.28,7.14,0.29,12.13
17203,2,7,3.0,Member,80,1.01,12.12,0.0,13.13
17204,1,14,1.0,Member,121,7.83,9.46,0.0,17.29
17205,5,9,,Free,29,5.78,2.93,0.0,8.71
17206,2,7,,Standard,145,6.6,13.39,1.29,18.7
17207,5,6,,Standard,145,3.1,13.07,0.0,16.17
17208,3,13,,Standard,135,5.89,10.31,0.0,16.2
17209,2,14,,Standard,104,3.81,13.56,0.0,17.37
17210,3,16,,Time Limited,74,0.41,11.23,0.0,11.64
17211,4,6,4.0,Member,134,3.31,9.29,0.37,12.23
17212,3,14,15.0,Member,112,2.68,17.61,0.0,20.29
17213,2,9,4.0,Member,82,2.01,6.92,0.0,8.93
17214,2,2,,Free,38,1.36,5.22,0.0,6.58
17215,5,7,,Time Limited,71,2.02,11.13,0.0,13.15
17216,4,13,47.0,Member,166,2.95,10.78,0.0,13.73
17217,2,9,,Standard,128,4.64,18.14,0.0,22.78
17218,5,8,3.0,Member,170,2.58,23.2,1.81,23.97
17219,5,3,,Standard,73,0.23,9.01,0.55,8.69
17220,4,3,27.0,Member,49,4.17,4.58,0.2,8.55
17221,2,2,,Standard,50,0.04,5.27,0.0,5.31
17222,5,13,30.0,Member,176,5.17,11.54,0.0,16.71
17223,3,10,58.0,Member,170,6.25,10.54,0.0,16.79
17224,3,14,65.0,Member,64,4.62,8.88,0.0,13.5
17225,1,5,,Standard,129,4.55,13.03,0.0,17.58
17226,5,2,,Standard,64,0.04,8.05,2.65,5.44
17227,4,14,,Standard,111,6.45,10.17,0.0,16.62
17228,1,14,,Standard,73,7.65,9.54,0.0,17.19
17229,5,5,,Standard,97,6.75,7.33,0.0,14.08
17230,1,8,,Standard,124,6.3,11.65,0.0,17.95
17231,2,2,,Free,32,3.68,4.96,0.0,8.64
17232,1,13,6.0,Member,172,3.53,20.06,0.0,23.59
17233,5,8,,Standard,83,5.85,12.76,0.0,18.61
17234,2,4,3.0,Member,116,7.06,12.94,0.0,20.0
17235,2,14,,Standard,126,7.59,12.14,0.0,19.73
17236,1,6,,Standard,113,4.82,11.59,0.0,16.41
17237,5,4,,Standard,105,7.55,8.39,0.07,15.87
17238,5,10,31.0,Member,144,0.02,21.11,0.0,21.13
17239,4,8,,Administrator,24,3.38,2.89,1.05,5.22
17240,3,11,20.0,Member,178,1.19,21.33,0.0,22.52
17241,3,4,,Administrator,10,4.96,1.19,0.0,6.15
17242,4,12,,Standard,44,6.14,5.45,0.0,11.59
17243,5,7,,Standard,38,1.03,4.65,0.0,5.68
17244,3,13,,Administrator,21,0.36,1.66,0.0,2.02
17245,1,15,,Standard,118,1.96,14.95,0.0,16.91
17246,2,14,48.0,Member,57,5.63,7.26,0.0,12.89
17247,1,3,,Standard,100,3.37,7.95,0.0,11.32
17248,1,7,,Standard,36,4.46,3.22,0.0,7.68
17249,4,9,,Standard,121,7.68,7.36,0.02,15.02
17250,3,11,16.0,Member,148,0.05,11.23,0.0,11.28
17251,2,9,,Standard,123,4.29,8.11,2.1,10.3
17252,1,16,,Standard,142,4.88,18.16,0.0,23.04
17253,3,5,,Standard,115,2.14,11.71,0.0,13.85
17254,2,5,31.0,Member,166,3.56,19.67,0.0,23.23
17255,1,15,1.0,Member,115,6.75,13.82,0.0,20.57
17256,1,14,,Standard,141,5.0,9.84,0.0,14.84
17257,3,7,,Standard,57,4.11,3.92,0.0,8.03
17258,2,9,13.0,Member,133,7.05,13.25,0.0,20.3
17259,3,6,,Standard,97,0.46,12.43,1.64,11.25
17260,2,15,7.0,Member,117,2.09,18.09,0.0,20.18
17261,1,7,,Standard,64,5.94,9.2,0.0,15.14
17262,5,4,32.0,Member,136,0.62,18.91,0.0,19.53
17263,2,12,1.0,Member,49,6.92,6.07,0.0,12.99
17264,4,14,,Standard,55,4.98,8.77,0.16,13.59
17265,4,14,7.0,Member,169,5.89,14.05,1.81,18.13
17266,1,7,,Standard,117,4.7,9.7,0.0,14.4
17267,3,14,,Standard,104,1.18,15.45,0.0,16.63
17268,4,9,,Standard,67,6.92,5.81,0.0,12.73
17269,5,7,4.0,Member,64,7.69,6.23,0.0,13.92
17270,4,15,,Standard,77,3.85,8.57,0.0,12.42
17271,5,13,,Standard,129,6.75,17.63,0.0,24.38
17272,3,4,,Free,31,0.22,4.9,0.0,5.12
17273,4,1,,Administrator,38,3.1,4.74,0.0,7.84
17274,3,16,,Time Limited,58,0.33,7.11,0.0,7.44
17275,5,16,,Free,36,5.92,3.18,0.0,9.1
17276,5,7,66.0,Member,102,7.99,8.55,2.14,14.4
17277,5,7,60.0,Member,82,6.76,6.78,0.0,13.54
17278,4,7,26.0,Member,130,2.93,13.55,0.0,16.48
17279,1,6,,Free,35,5.39,3.69,0.0,9.08
17280,1,15,,Standard,110,1.09,6.78,0.0,7.87
17281,5,1,56.0,Member,140,0.94,16.99,0.0,17.93
17282,4,10,,Time Limited,65,1.71,7.2,0.0,8.91
17283,1,6,,Standard,67,5.01,8.7,0.0,13.71
17284,3,15,,Administrator,15,3.34,1.19,0.0,4.53
17285,5,14,,Standard,133,2.29,15.74,0.0,18.03
17286,4,10,,Time Limited,31,6.2,2.32,1.53,6.99
17287,4,5,,Standard,58,0.47,5.05,0.0,5.52
17288,5,14,,Standard,103,6.13,11.47,2.32,15.28
17289,3,16,,Standard,54,0.32,5.59,0.0,5.91
17290,5,15,,Administrator,26,4.98,4.12,0.0,9.1
17291,1,12,10.0,Member,118,6.52,8.8,0.0,15.32
17292,5,8,,Standard,71,4.79,9.14,0.46,13.47
17293,4,1,,Free,40,6.82,3.63,0.28,10.17
17294,5,8,4.0,Member,89,1.29,6.73,0.16,7.86
17295,4,3,41.0,Member,58,6.55,7.94,0.12,14.37
17296,3,3,,Standard,47,5.48,6.3,0.0,11.78
17297,5,1,,Time Limited,75,4.08,10.71,0.0,14.79
17298,3,12,,Standard,35,0.99,4.6,1.8,3.79
17299,4,3,8.0,Member,77,7.05,6.21,2.5,10.76
17300,1,13,,Standard,120,3.78,16.91,2.34,18.35
17301,4,6,,Standard,105,4.46,16.32,0.0,20.78
17302,4,10,66.0,Member,83,5.98,11.55,0.0,17.53
17303,4,12,,Administrator,37,6.54,4.66,0.0,11.2
17304,1,7,,Standard,70,3.02,6.07,0.0,9.09
17305,3,4,9.0,Member,65,4.01,8.17,0.0,12.18
17306,3,11,,Free,20,7.95,1.81,0.0,9.76
17307,5,13,7.0,Member,144,1.2,17.53,0.0,18.73
17308,3,11,,Standard,121,3.03,13.57,0.0,16.6
17309,5,11,38.0,Member,56,6.72,4.34,0.0,11.06
17310,3,7,3.0,Member,156,4.63,19.59,0.0,24.22
17311,2,11,,Time Limited,39,4.53,6.03,0.0,10.56
17312,4,1,30.0,Member,148,4.11,14.19,0.0,18.3
17313,1,9,,Administrator,31,5.57,3.06,0.0,8.63
17314,4,15,,Time Limited,81,0.16,8.13,1.74,6.55
17315,2,10,,Standard,50,1.01,6.1,0.0,7.11
17316,1,14,,Standard,75,7.81,9.31,1.62,15.5
17317,1,13,6.0,Member,159,6.72,15.21,1.47,20.46
17318,3,12,,Standard,63,7.96,9.52,0.0,17.48
17319,5,16,65.0,Member,130,7.98,18.66,0.0,26.64
17320,4,7,,Standard,95,5.87,12.65,1.74,16.78
17321,5,10,31.0,Member,121,3.48,15.76,0.81,18.43
17322,1,2,,Standard,131,7.91,16.69,0.0,24.6
17323,5,15,,Standard,95,5.04,12.72,0.0,17.76
17324,5,2,16.0,Member,139,4.36,13.07,0.0,17.43
17325,3,15,,Standard,141,6.94,14.92,0.0,21.86
17326,4,2,,Administrator,40,7.41,3.67,0.0,11.08
17327,1,13,,Standard,78,6.93,7.47,0.0,14.4
17328,2,8,51.0,Member,156,0.47,13.07,0.0,13.54
17329,4,3,5.0,Member,91,0.85,5.6,2.41,4.04
17330,3,8,,Standard,127,7.52,14.9,0.0,22.42
17331,5,5,,Standard,42,3.79,3.86,0.0,7.65
17332,5,12,,Time Limited,84,4.23,5.54,0.0,9.77
17333,3,16,,Standard,81,3.24,8.2,0.0,11.44
17334,5,5,1.0,Member,74,7.89,11.39,0.0,19.28
17335,4,13,,Administrator,26,1.85,3.24,0.0,5.09
17336,3,12,,Standard,75,6.05,4.84,0.0,10.89
17337,5,11,,Standard,114,0.44,17.29,1.89,15.84
17338,5,11,24.0,Member,79,1.74,9.27,0.0,11.01
17339,4,1,,Standard,69,4.54,8.7,0.4,12.84
17340,1,2,,Free,49,5.79,3.19,1.78,7.2
17341,4,1,,Standard,46,4.48,3.92,0.0,8.4
17342,4,9,,Administrator,30,0.5,1.97,0.0,2.47
17343,5,14,,Standard,136,6.39,16.85,0.0,23.24
17344,2,16,,Standard,127,1.83,19.34,0.0,21.17
17345,1,2,4.0,Member,173,0.67,10.42,0.0,11.09
17346,3,2,,Time Limited,52,1.08,3.67,0.0,4.75
17347,3,2,,Standard,120,4.51,10.36,0.0,14.87
17348,1,13,,Time Limited,52,2.02,4.32,0.0,6.34
17349,5,9,9.0,Member,169,0.68,18.13,0.0,18.81
17350,4,4,54.0,Member,86,2.34,13.33,0.0,15.67
17351,2,4,,Standard,45,2.0,5.06,0.0,7.06
17352,2,3,,Standard,122,1.79,9.98,0.0,11.77
17353,3,12,,Standard,134,4.63,9.61,0.0,14.24
17354,1,3,,Standard,73,3.8,10.63,0.0,14.43
17355,5,3,,Administrator,38,0.84,2.37,0.16,3.05
17356,3,5,,Administrator,35,0.15,2.52,1.32,1.35
17357,4,9,,Time Limited,45,7.29,4.69,0.0,11.98
17358,5,13,,Standard,79,2.58,11.03,0.38,13.23
17359,3,15,30.0,Member,153,5.5,13.71,0.0,19.21
17360,2,8,,Standard,67,7.32,10.72,0.69,17.35
17361,3,8,5.0,Member,74,1.78,7.61,0.09,9.3
17362,4,13,52.0,Member,121,1.89,17.89,0.0,19.78
17363,2,4,,Standard,76,2.71,6.02,0.0,8.73
17364,2,3,49.0,Member,74,3.16,11.47,0.0,14.63
17365,2,6,,Standard,117,6.65,12.44,0.0,19.09
17366,5,10,37.0,Member,55,1.12,7.69,0.77,8.04
17367,4,11,,Standard,149,2.51,12.45,0.0,14.96
17368,4,11,,Time Limited,60,4.88,4.73,0.0,9.61
17369,3,1,,Standard,106,2.76,6.55,0.87,8.44
17370,4,13,6.0,Member,138,6.75,10.03,0.0,16.78
17371,1,7,,Time Limited,64,5.24,4.97,2.62,7.59
17372,2,16,6.0,Member,49,2.72,4.54,0.0,7.26
17373,4,8,6.0,Member,134,7.89,8.89,0.97,15.81
17374,1,14,,Standard,72,6.75,11.42,0.0,18.17
17375,4,14,,Standard,85,7.38,5.85,0.45,12.78
17376,4,14,,Time Limited,79,7.75,5.82,0.0,13.57
17377,1,5,,Standard,44,0.03,6.37,2.46,3.94
17378,5,10,,Time Limited,59,5.25,6.65,0.0,11.9
17379,3,14,40.0,Member,130,5.92,16.35,0.0,22.27
17380,3,4,,Free,27,2.57,3.22,2.81,2.98
17381,5,8,,Standard,115,6.16,12.82,0.0,18.98
17382,5,14,,Standard,53,2.73,4.92,0.0,7.65
17383,2,13,2.0,Member,150,0.03,16.57,1.75,14.85
17384,2,9,,Standard,48,2.02,3.59,0.0,5.61
17385,4,11,55.0,Member,141,6.22,13.3,0.0,19.52
17386,3,9,3.0,Member,73,4.32,7.95,2.78,9.49
17387,4,16,,Time Limited,30,3.42,2.17,1.36,4.23
17388,3,10,,Standard,59,6.12,3.98,0.0,10.1
17389,2,9,,Standard,61,0.52,6.03,0.0,6.55
17390,5,6,,Standard,108,2.85,10.35,0.45,12.75
17391,3,3,,Administrator,20,7.36,2.89,0.0,10.25
17392,4,2,,Standard,118,0.42,10.86,0.0,11.28
17393,3,14,,Time Limited,60,5.47,8.91,0.0,14.38
17394,4,10,,Administrator,44,3.84,4.95,0.0,8.79
17395,5,16,,Standard,92,4.29,7.12,0.0,11.41
17396,3,4,,Standard,59,3.61,8.26,0.0,11.87
